"period","dataset","column"
"2023-05","measures_monthly","ORG_CODE2"
"2023-05","measures_monthly","ORG_NAME1"
"2023-05","measures_monthly","ORG_NAME2"
"2023-05","measures_monthly","REPORTING_PERIOD_END"
"2023-05","measures_monthly","REPORTING_PERIOD_START"
"2023-04","measures_monthly","GROUP_TYPE"
"2023-04","measures_monthly","MEASURE_ID"
"2023-04","measures_monthly","MEASURE_NAME"
"2023-04","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2023-04","measures_monthly","ORG_CODE1"
"2023-04","measures_monthly","ORG_CODE2"
"2023-04","measures_monthly","ORG_NAME1"
"2023-04","measures_monthly","ORG_NAME2"
"2023-04","measures_monthly","REPORTING_PERIOD_END"
"2023-04","measures_monthly","REPORTING_PERIOD_START"
"2023-03","measures_monthly","GROUP_TYPE"
"2023-03","measures_monthly","MEASURE_ID"
"2023-03","measures_monthly","MEASURE_NAME"
"2023-03","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2023-03","measures_monthly","ORG_CODE1"
"2023-03","measures_monthly","ORG_CODE2"
"2023-03","measures_monthly","ORG_NAME1"
"2023-03","measures_monthly","ORG_NAME2"
"2023-03","measures_monthly","REPORTING_PERIOD_END"
"2023-03","measures_monthly","REPORTING_PERIOD_START"
"2023-02","measures_monthly","GROUP_TYPE"
"2023-02","measures_monthly","MEASURE_ID"
"2023-02","measures_monthly","MEASURE_NAME"
"2023-02","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2023-02","measures_monthly","ORG_CODE1"
"2023-02","measures_monthly","ORG_CODE2"
"2023-02","measures_monthly","ORG_NAME1"
"2023-02","measures_monthly","ORG_NAME2"
"2023-02","measures_monthly","REPORTING_PERIOD_END"
"2023-02","measures_monthly","REPORTING_PERIOD_START"
"2023-01","measures_monthly","GROUP_TYPE"
"2023-01","measures_monthly","MEASURE_ID"
"2023-01","measures_monthly","MEASURE_NAME"
"2023-01","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2023-01","measures_monthly","ORG_CODE1"
"2023-01","measures_monthly","ORG_CODE2"
"2023-01","measures_monthly","ORG_NAME1"
"2023-01","measures_monthly","ORG_NAME2"
"2023-01","measures_monthly","REPORTING_PERIOD_END"
"2023-01","measures_monthly","REPORTING_PERIOD_START"
"2022-12","measures_monthly","GROUP_TYPE"
"2022-12","measures_monthly","MEASURE_ID"
"2022-12","measures_monthly","MEASURE_NAME"
"2022-12","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-12","measures_monthly","ORG_CODE1"
"2022-12","measures_monthly","ORG_CODE2"
"2022-12","measures_monthly","ORG_NAME1"
