"period","dataset","column"
"2021-10","measures_monthly","MEASURE_ID"
"2021-10","measures_monthly","MEASURE_NAME"
"2021-10","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-10","measures_monthly","ORG_CODE1"
"2021-10","measures_monthly","ORG_CODE2"
"2021-10","measures_monthly","ORG_NAME1"
"2021-10","measures_monthly","ORG_NAME2"
"2021-10","measures_monthly","REPORTING_PERIOD_END"
"2021-10","measures_monthly","REPORTING_PERIOD_START"
"2021-09","measures_monthly","GROUP_TYPE"
"2021-09","measures_monthly","MEASURE_ID"
"2021-09","measures_monthly","MEASURE_NAME"
"2021-09","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-09","measures_monthly","ORG_CODE1"
"2021-09","measures_monthly","ORG_CODE2"
"2021-09","measures_monthly","ORG_NAME1"
"2021-09","measures_monthly","ORG_NAME2"
"2021-09","measures_monthly","REPORTING_PERIOD_END"
"2021-09","measures_monthly","REPORTING_PERIOD_START"
"2021-08","measures_monthly","GROUP_TYPE"
"2021-08","measures_monthly","MEASURE_ID"
"2021-08","measures_monthly","MEASURE_NAME"
"2021-08","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-08","measures_monthly","ORG_CODE1"
"2021-08","measures_monthly","ORG_CODE2"
"2021-08","measures_monthly","ORG_NAME1"
"2021-08","measures_monthly","ORG_NAME2"
"2021-08","measures_monthly","REPORTING_PERIOD_END"
"2021-08","measures_monthly","REPORTING_PERIOD_START"
"2021-07","measures_monthly","GROUP_TYPE"
"2021-07","measures_monthly","MEASURE_ID"
"2021-07","measures_monthly","MEASURE_NAME"
"2021-07","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-07","measures_monthly","ORG_CODE1"
"2021-07","measures_monthly","ORG_CODE2"
"2021-07","measures_monthly","ORG_NAME1"
"2021-07","measures_monthly","ORG_NAME2"
"2021-07","measures_monthly","REPORTING_PERIOD_END"
"2021-07","measures_monthly","REPORTING_PERIOD_START"
"2021-06","measures_monthly","GROUP_TYPE"
"2021-06","measures_monthly","MEASURE_ID"
"2021-06","measures_monthly","MEASURE_NAME"
"2021-06","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-06","measures_monthly","ORG_CODE1"
"2021-06","measures_monthly","ORG_CODE2"
"2021-06","measures_monthly","ORG_NAME1"
"2021-06","measures_monthly","ORG_NAME2"
"2021-06","measures_monthly","REPORTING_PERIOD_END"
"2021-06","measures_monthly","REPORTING_PERIOD_START"
"2021-05","measures_monthly","GROUP_TYPE"
"2021-05","measures_monthly","MEASURE_ID"
"2021-05","measures_monthly","MEASURE_NAME"
"2021-05","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-05","measures_monthly","ORG_CODE1"
"2021-05","measures_monthly","ORG_CODE2"
"2021-05","measures_monthly","ORG_NAME1"
"2021-05","measures_monthly","ORG_NAME2"
"2021-05","measures_monthly","REPORTING_PERIOD_END"
"2021-05","measures_monthly","REPORTING_PERIOD_START"
"2021-04","measures_monthly","GROUP_TYPE"
"2021-04","measures_monthly","MEASURE_ID"
"2021-04","measures_monthly","MEASURE_NAME"
"2021-04","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-04","measures_monthly","ORG_CODE1"
"2021-04","measures_monthly","ORG_CODE2"
"2021-04","measures_monthly","ORG_NAME1"
"2021-04","measures_monthly","ORG_NAME2"
"2021-04","measures_monthly","REPORTING_PERIOD_END"
"2021-04","measures_monthly","REPORTING_PERIOD_START"
"2021-03","measures_monthly","GROUP_TYPE"
"2021-03","measures_monthly","MEASURE_ID"
"2021-03","measures_monthly","MEASURE_NAME"
"2021-03","measures_monthly","MEASURE_VALUE"
"2021-03","measures_monthly","ORG_CODE1"
"2021-03","measures_monthly","ORG_CODE2"
"2021-03","measures_monthly","ORG_NAME1"
"2021-03","measures_monthly","ORG_NAME2"
"2021-03","measures_monthly","REPORTING_PERIOD_END"
"2021-03","measures_monthly","REPORTING_PERIOD_START"
"2021-02","measures_monthly","GROUP_TYPE"
"2021-02","measures_monthly","MEASURE_ID"
"2021-02","measures_monthly","MEASURE_NAME"
"2021-02","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-02","measures_monthly","ORG_CODE1"
"2021-02","measures_monthly","ORG_CODE2"
"2021-02","measures_monthly","ORG_NAME1"
"2021-02","measures_monthly","ORG_NAME2"
"2021-02","measures_monthly","REPORTING_PERIOD_END"
"2021-02","measures_monthly","REPORTING_PERIOD_START"
"2021-01","measures_monthly","GROUP_TYPE"
"2021-01","measures_monthly","MEASURE_ID"
"2021-01","measures_monthly","MEASURE_NAME"
"2021-01","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-01","measures_monthly","ORG_CODE1"
"2021-01","measures_monthly","ORG_CODE2"
"2021-01","measures_monthly","ORG_NAME1"
"2021-01","measures_monthly","ORG_NAME2"
"2021-01","measures_monthly","REPORTING_PERIOD_END"
"2021-01","measures_monthly","REPORTING_PERIOD_START"
