"period","dataset","column"
"2022-02","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-02","activity_performance_monthly","ORG_CODE1"
"2022-02","activity_performance_monthly","ORG_CODE2"
"2022-02","activity_performance_monthly","ORG_NAME1"
"2022-02","activity_performance_monthly","ORG_NAME2"
"2022-02","activity_performance_monthly","REPORTING_PERIOD_END"
"2022-02","activity_performance_monthly","REPORTING_PERIOD_START"
"2022-01","activity_performance_monthly","GROUP_TYPE"
"2022-01","activity_performance_monthly","MEASURE_ID"
"2022-01","activity_performance_monthly","MEASURE_NAME"
"2022-01","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-01","activity_performance_monthly","ORG_CODE1"
"2022-01","activity_performance_monthly","ORG_CODE2"
"2022-01","activity_performance_monthly","ORG_NAME1"
"2022-01","activity_performance_monthly","ORG_NAME2"
"2022-01","activity_performance_monthly","REPORTING_PERIOD_END"
"2022-01","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-12","activity_performance_monthly","GROUP_TYPE"
"2021-12","activity_performance_monthly","MEASURE_ID"
"2021-12","activity_performance_monthly","MEASURE_NAME"
"2021-12","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-12","activity_performance_monthly","ORG_CODE1"
"2021-12","activity_performance_monthly","ORG_CODE2"
"2021-12","activity_performance_monthly","ORG_NAME1"
"2021-12","activity_performance_monthly","ORG_NAME2"
"2021-12","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-12","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-11","activity_performance_monthly","GROUP_TYPE"
"2021-11","activity_performance_monthly","MEASURE_ID"
"2021-11","activity_performance_monthly","MEASURE_NAME"
"2021-11","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-11","activity_performance_monthly","ORG_CODE1"
"2021-11","activity_performance_monthly","ORG_CODE2"
"2021-11","activity_performance_monthly","ORG_NAME1"
"2021-11","activity_performance_monthly","ORG_NAME2"
"2021-11","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-11","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-10","activity_performance_monthly","GROUP_TYPE"
"2021-10","activity_performance_monthly","MEASURE_ID"
"2021-10","activity_performance_monthly","MEASURE_NAME"
"2021-10","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-10","activity_performance_monthly","ORG_CODE1"
"2021-10","activity_performance_monthly","ORG_CODE2"
"2021-10","activity_performance_monthly","ORG_NAME1"
"2021-10","activity_performance_monthly","ORG_NAME2"
"2021-10","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-10","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-09","activity_performance_monthly","GROUP_TYPE"
"2021-09","activity_performance_monthly","MEASURE_ID"
"2021-09","activity_performance_monthly","MEASURE_NAME"
"2021-09","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-09","activity_performance_monthly","ORG_CODE1"
"2021-09","activity_performance_monthly","ORG_CODE2"
"2021-09","activity_performance_monthly","ORG_NAME1"
"2021-09","activity_performance_monthly","ORG_NAME2"
"2021-09","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-09","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-08","activity_performance_monthly","GROUP_TYPE"
"2021-08","activity_performance_monthly","MEASURE_ID"
"2021-08","activity_performance_monthly","MEASURE_NAME"
"2021-08","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-08","activity_performance_monthly","ORG_CODE1"
"2021-08","activity_performance_monthly","ORG_CODE2"
"2021-08","activity_performance_monthly","ORG_NAME1"
"2021-08","activity_performance_monthly","ORG_NAME2"
"2021-08","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-08","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-07","activity_performance_monthly","GROUP_TYPE"
"2021-07","activity_performance_monthly","MEASURE_ID"
"2021-07","activity_performance_monthly","MEASURE_NAME"
"2021-07","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-07","activity_performance_monthly","ORG_CODE1"
"2021-07","activity_performance_monthly","ORG_CODE2"
"2021-07","activity_performance_monthly","ORG_NAME1"
"2021-07","activity_performance_monthly","ORG_NAME2"
"2021-07","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-07","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-06","activity_performance_monthly","GROUP_TYPE"
"2021-06","activity_performance_monthly","MEASURE_ID"
"2021-06","activity_performance_monthly","MEASURE_NAME"
"2021-06","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-06","activity_performance_monthly","ORG_CODE1"
"2021-06","activity_performance_monthly","ORG_CODE2"
"2021-06","activity_performance_monthly","ORG_NAME1"
"2021-06","activity_performance_monthly","ORG_NAME2"
"2021-06","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-06","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-05","activity_performance_monthly","GROUP_TYPE"
"2021-05","activity_performance_monthly","MEASURE_ID"
"2021-05","activity_performance_monthly","MEASURE_NAME"
"2021-05","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-05","activity_performance_monthly","ORG_CODE1"
"2021-05","activity_performance_monthly","ORG_CODE2"
"2021-05","activity_performance_monthly","ORG_NAME1"
"2021-05","activity_performance_monthly","ORG_NAME2"
"2021-05","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-05","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-04","activity_performance_monthly","GROUP_TYPE"
"2021-04","activity_performance_monthly","MEASURE_ID"
"2021-04","activity_performance_monthly","MEASURE_NAME"
"2021-04","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-04","activity_performance_monthly","ORG_CODE1"
"2021-04","activity_performance_monthly","ORG_CODE2"
"2021-04","activity_performance_monthly","ORG_NAME1"
"2021-04","activity_performance_monthly","ORG_NAME2"
"2021-04","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-04","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-03","activity_performance_monthly","GROUP_TYPE"
"2021-03","activity_performance_monthly","MEASURE_ID"
"2021-03","activity_performance_monthly","MEASURE_NAME"
"2021-03","activity_performance_monthly","MEASURE_VALUE"
"2021-03","activity_performance_monthly","ORG_CODE1"
"2021-03","activity_performance_monthly","ORG_CODE2"
"2021-03","activity_performance_monthly","ORG_NAME1"
"2021-03","activity_performance_monthly","ORG_NAME2"
"2021-03","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-03","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-02","activity_performance_monthly","GROUP_TYPE"
"2021-02","activity_performance_monthly","MEASURE_ID"
"2021-02","activity_performance_monthly","MEASURE_NAME"
"2021-02","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-02","activity_performance_monthly","ORG_CODE1"
"2021-02","activity_performance_monthly","ORG_CODE2"
"2021-02","activity_performance_monthly","ORG_NAME1"
"2021-02","activity_performance_monthly","ORG_NAME2"
"2021-02","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-02","activity_performance_monthly","REPORTING_PERIOD_START"
"2021-01","activity_performance_monthly","GROUP_TYPE"
"2021-01","activity_performance_monthly","MEASURE_ID"
"2021-01","activity_performance_monthly","MEASURE_NAME"
"2021-01","activity_performance_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-01","activity_performance_monthly","ORG_CODE1"
"2021-01","activity_performance_monthly","ORG_CODE2"
"2021-01","activity_performance_monthly","ORG_NAME1"
"2021-01","activity_performance_monthly","ORG_NAME2"
"2021-01","activity_performance_monthly","REPORTING_PERIOD_END"
"2021-01","activity_performance_monthly","REPORTING_PERIOD_START"
